Tweet ID,Creator account,Text,Timestamp
1692249639779467600,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 13/ The threat of wallet drainers will not go away anytime soon, and users need to protect themselves against these malicious actors.  Solutions provided by @wallet_guard, @PocketUniverseZ and @RevokeCash can go a long way in protecting users from phishing scams.",2023-08-17T18:58:49.000Z,https://twitter.com/CertiKAlert/status/1692249639779467600
1692249638370247061,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 12/ In one image posted by @ turf, we can see another individual flexing a remarkably similar watch to Faint.  We have decided to obfuscate the username but will make this information available to LE. https://t.co/ts87XQbGn4",2023-08-17T18:58:48.000Z,https://twitter.com/CertiKAlert/status/1692249638370247061
1692249634112962926,@CertiKAlert,@zachxbt @CrossTheAges @FrogsOnCope 11/ In an investigation posted by @zachxbt on the Canadian scammer Chards / madman we can see a image of watches being flexed on Instagram   https://t.co/Ls2GCUDK52 https://t.co/PgLWCINaXF,2023-08-17T18:58:47.000Z,https://twitter.com/CertiKAlert/status/1692249634112962926
1692249629981638914,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 10/ But who is Faint? Well, like with many scammers we can find clues in the iced out watch that they posted to @CrossTheAges Discord compromise announcement.  Whilst not the clearest, we can see some distinctive features. https://t.co/RDbWHVijPC",2023-08-17T18:58:46.000Z,https://twitter.com/CertiKAlert/status/1692249629981638914
1692249626315776485,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 9/ From 0x0582 there are just 3 jumps to Faint’s main wallet.   Despite the apparent connection between Faint and the username “Kittenator”, further investigation is needed. https://t.co/ecUjsicNeU",2023-08-17T18:58:46.000Z,https://twitter.com/CertiKAlert/status/1692249626315776485
1692249619688812810,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 8/ Despite kittenator.eth initially being funded by eXch, we found a OpenSea account with the username Kittenator that links to Faint. https://t.co/Va9CV69dph",2023-08-17T18:58:44.000Z,https://twitter.com/CertiKAlert/status/1692249619688812810
1692249612654882957,@CertiKAlert,"@zachxbt @CrossTheAges @FrogsOnCope 7/ Since Faint burned his faintxbt.eth ENS, deleted his socials, and removed reference to Faint on his OpenSea account, we have been able to establish a possible link to another malicious ENS: kittenator.eth  This EOA is closely linked to Pink Drainer.",2023-08-17T18:58:42.000Z,https://twitter.com/CertiKAlert/status/1692249612654882957
1692249611061149741,@CertiKAlert,@zachxbt @CrossTheAges 6/ 🎯 Faint also targeted Solana projects too.   We were able to link the @FrogsOnCope Discord compromise to Faint's Twitter and therefore discover his Solana wallet. https://t.co/uH7LV0uKmz,2023-08-17T18:58:42.000Z,https://twitter.com/CertiKAlert/status/1692249611061149741
1692249606266986841,@CertiKAlert,"@zachxbt @CrossTheAges 5/ From the image, we can see that the MetaMask wallet shown begins with 0xA.   By looking at Faint’s main wallet and the addresses he interacted with we can see that the likely EOA that compromised @CrossTheAges was 0xadf92. https://t.co/Ehha3XpVxK",2023-08-17T18:58:41.000Z,https://twitter.com/CertiKAlert/status/1692249606266986841
1692249602026557916,@CertiKAlert,@zachxbt 4/ Faint often taunted victims of his Discord compromises. Below is an example of Faint mocking @CrossTheAges following their announcement into a Discord hack that occurred on 28 Dec 2022. https://t.co/3pGTikMyYC,2023-08-17T18:58:40.000Z,https://twitter.com/CertiKAlert/status/1692249602026557916
1692249597836403085,@CertiKAlert,"@zachxbt 3/ 🤝 We discovered Faint's connection to Soup.   For more on Soup, see @zachxbt's excellent thread here:  https://t.co/F8aw4Vjbga https://t.co/uH8fP8byHr",2023-08-17T18:58:39.000Z,https://twitter.com/CertiKAlert/status/1692249597836403085
1692249591939235948,@CertiKAlert,@zachxbt 2/ 🌐 Faint controlled the following ENS domains:  faintxbt.eth  comefindme.eth thanksfortheseed.eth onchainkitten.eth hzontop.eth   His OpenSea account was linked to his Twitter handle. This account has since been deleted. https://t.co/hM6oVAed3z,2023-08-17T18:58:37.000Z,https://twitter.com/CertiKAlert/status/1692249591939235948
1692249586616692936,@CertiKAlert,@zachxbt 2/ Faint has been active since late 2022. His main wallet (0x6BC41A79343b05a019F5d9a61FFf92664C1BC2F5) is connected to his OpenSea account. https://t.co/yv9n8Zf1Fd,2023-08-17T18:58:36.000Z,https://twitter.com/CertiKAlert/status/1692249586616692936
1692249581994586332,@CertiKAlert,"@CertiKSkynetAlert🚨  Following @zachxbt's insights into the Canadian scammer known as Soup, we're unveiling details on his partner, Faint, responsible for phishing activities leading to nearly $1m in losses.   https://t.co/oi6DFsBMv0",2023-08-17T18:58:35.000Z,https://twitter.com/CertiKAlert/status/1692249581994586332
1692249195019718864,@code4rena,"Awards have been announced for the $121,650 USDC @PoolTogether_ audit 🤝  Top 5: 🥇 @iamdirky - $5,660.58 USDC  🥈 rvierdiiev - $4,403.17 USDC 🥉 @Stalin_eth - $4,022.18 USDC 🏅 @zzzitron - $3,606.36 USDC 🏅 KupiaSec - $2,710.76 USDC  (1/2) https://t.co/Tdo6QRAzVX",2023-08-17T18:57:03.000Z,https://twitter.com/code4rena/status/1692249195019718864
1692225049837645841,@code4rena,"""Security is always excessive until it's not enough."" - Robbie Sinclair  A comprehensive security strategy is the new standard. Farewell to the 'One-and-done' era. https://t.co/nhyQAguqFM",2023-08-17T17:21:06.000Z,https://twitter.com/code4rena/status/1692225049837645841
1692210633465352663,@CertiKAlert,RT @CertiK: SO much to unpack here and a TON of useful information for everyone to hear 👇  Big shoutout to everyone who shared their insigh…,2023-08-17T16:23:49.000Z,https://twitter.com/CertiKAlert/status/1692210633465352663
1692196090089546126,@zachxbt,Imagine if everyone on CT was this friendly. https://t.co/x2TLdRhBBn,2023-08-17T15:26:02.000Z,https://twitter.com/zachxbt/status/1692196090089546126
1692194329517867346,@immunefi,RT @Aleph__Zero: Let’s make Aleph Zero even more secure! 🛡️  We have revamped the bug bounty program with @immunefi. There are new guidelin…,2023-08-17T15:19:02.000Z,https://twitter.com/immunefi/status/1692194329517867346
1692189444453867535,@DeDotFiSecurity,"2/ 6M $USDT Tx: https://t.co/8cfcn6qtjl  Migration could be a possibility.   Funds have been transferred to 0xe795D3de925c970Cbef7c691F9C39505202afAca, the same wallet previously linked to deposits on various exchanges. https://t.co/69qCOBE03E",2023-08-17T14:59:37.000Z,https://twitter.com/DeDotFiSecurity/status/1692189444453867535
1692189440624464113,@DeDotFiSecurity,"🚨 Suspicious Funds Movement 🚨  Multiple transactions flagged, draining @1xbit hot wallet (0x4ad8d9cf9424b477e77a0d7c339c4de792b92fc6)  $1.1M &amp; $5.98M in $USDT were transferred in 2 tx to 0xe795D3de925c970Cbef7c691F9C39505202afAca  🧵  On-chain details 👇 https://t.co/uMrAhMkNwo",2023-08-17T14:59:36.000Z,https://twitter.com/DeDotFiSecurity/status/1692189440624464113
1692182007353328087,@TheSecureum,"🎉 Excited to host our 1st Security GigaSpace!  🧐 What: The Future of Web3 Security Reviews ⏰ When: 1430 UTC, Friday, 18th August 🔗 Where: https://t.co/D772SUIQ4a 🧠 Who: @GNSPS @_hrkrshnn @jack__sanford @Montyly @ethzed @MitchellAmador @sockdrawermoney &amp; @0xRajeev (moderator) https://t.co/FSoBAFX2pE",2023-08-17T14:30:04.000Z,https://twitter.com/TheSecureum/status/1692182007353328087
1692171461681701044,@CertiKAlert,Do NOT interact with the following announcement 👇 https://t.co/y4VYxBMD4q,2023-08-17T13:48:10.000Z,https://twitter.com/CertiKAlert/status/1692171461681701044
1692171180818759684,@CertiKAlert,#CertiKSkynetAlert 🚨  A phishing link has been posted in the announcements channel of @Sagaxyz__ Discord server.  Do not click on any links until the team has confirmed they’ve regained control of the server.  See more on Skynet👇 https://t.co/GoBlfbiXo7,2023-08-17T13:47:03.000Z,https://twitter.com/CertiKAlert/status/1692171180818759684
1692170030832926906,@Intell_On_Chain,Incredible 👏 https://t.co/ndgAb9sDyV,2023-08-17T13:42:29.000Z,https://twitter.com/Intell_On_Chain/status/1692170030832926906
1692151845765235120,@realScamSniffer,a phishing scammer transfers a total of 500 ETH into one address and deposits 400 ETH to Tornado Cash.  https://t.co/hPNyvPGgui https://t.co/50erzF3F8l,2023-08-17T12:30:13.000Z,https://twitter.com/realScamSniffer/status/1692151845765235120
1692150750816723377,@CertiKAlert,#CertiKSkynetAlert 🚨  We are seeing a movement of funds to @TornadoCash from EOA 0x173C who deposited 400 ETH (~$713k)  Funds were aggregated from EOAs linked to phishing incidents  See more on Skynet 👇 https://t.co/kCQMy2c577,2023-08-17T12:25:52.000Z,https://twitter.com/CertiKAlert/status/1692150750816723377
1692138238671028517,@DeDotFiSecurity,"2/ If you have already interacted with the site, revoke it ASAP with the https://t.co/KM9DrSSNEu 👇",2023-08-17T11:36:09.000Z,https://twitter.com/DeDotFiSecurity/status/1692138238671028517
1692138068499722452,@DeDotFiSecurity,🚨 ALERT 🚨  @Rodeo_Finance Discord Server was compromised with a fake phishing link in their announcements.  Hackers posted a FAKE Airdrop link in Discord.  ⚠️ Do NOT interact with any links until the team has confirmed they’ve regained control of the server.  Stay Safe! https://t.co/Ben7qyE6h3,2023-08-17T11:35:28.000Z,https://twitter.com/DeDotFiSecurity/status/1692138068499722452
1692133863311741298,@DoraHacks,RT @MultiversX: Dev adoption scaled by #HypergrowthX efforts.  The first @MultiversX hackathon is here.  $1M in funding &amp; prizes.  Begins S…,2023-08-17T11:18:45.000Z,https://twitter.com/DoraHacks/status/1692133863311741298
1692131308053331993,@zachxbt,@CertiKAlert @Rodeo_Finance lol https://t.co/jhq2cKLN4x,2023-08-17T11:08:36.000Z,https://twitter.com/zachxbt/status/1692131308053331993
1692127047538065737,@CertiKAlert,@Rodeo_Finance The site connects to a known phishing contract on ethereum: 0x000057c563aBE43d6f6b794043724804CD3c0000  Do NOT interact with the following announcement 👇 https://t.co/ej8IPRRmoS,2023-08-17T10:51:40.000Z,https://twitter.com/CertiKAlert/status/1692127047538065737
1692127044748906911,@CertiKAlert,#CertiKSkynetAlert 🚨  A phishing link has been posted in the announcements channel of @Rodeo_Finance Discord server  Do not click on any links until the team has confirmed they’ve regained control of the server.  See more on Skynet 👇 https://t.co/lzIE9q5gpd  Stay Vigilant!,2023-08-17T10:51:40.000Z,https://twitter.com/CertiKAlert/status/1692127044748906911
1692111702710505808,@DoraHacks,"Hey #Space enthusiasts! 🚀 Mark your calendars for our upcoming workshop on Deep Space Human Spaceflight Mission Challenges presented by Mr. George Salazar. With 40+ years at #NASA Engineering, his insights are pure gold. Don't miss out on learning and getting inspired! 🌟  ⏰… https://t.co/kiOu67Ppsh https://t.co/G5d9NUvc2j",2023-08-17T09:50:42.000Z,https://twitter.com/DoraHacks/status/1692111702710505808
1692110014218190993,@PeckShieldAlert,#PeckShieldAlert #Slippage $SEI has dropped -30.9% https://t.co/FdinzulNB5,2023-08-17T09:43:59.000Z,https://twitter.com/PeckShieldAlert/status/1692110014218190993
1692104142775329168,@CertiKAlert,#CertiKSkynetAlert 🚨  We are seeing a movement of funds to @TornadoCash from EOA 0xA548 who deposited 160 ETH (~$286k)  Funds were aggregated from EOAs labelled Fake_Phishing8182 and Fake_Phishing8189 on Etherscan   See more on Skynet 👇  https://t.co/GSqZE95MS4,2023-08-17T09:20:40.000Z,https://twitter.com/CertiKAlert/status/1692104142775329168
1692102178151010675,@DoraHacks,RT @cosmoshub: 1/ The first #AEZ Hackathon is live ⚛️  Enter a new era of development around the Cosmos Hub - Be the first to contribute to…,2023-08-17T09:12:51.000Z,https://twitter.com/DoraHacks/status/1692102178151010675
1692096442515554544,@bneiluj,"They might want to start looking for a new home now…  “The fine, issued on May 2, ""remains unpaid at the time of publication of this notice,"" the regulator said.” https://t.co/rwbJUh0fDf",2023-08-17T08:50:04.000Z,https://twitter.com/bneiluj/status/1692096442515554544
1692088478652383386,@BlockSecTeam,"EVM Chain: Please Unbox this Security Solution📦  The operation of a public chain (L1/L2) often faces even more severe risk challenges than on-chain protocols. Once a vulnerability arises, it may even potentially jeopardize the entire ecosystem.   🧐 However, there are only a… https://t.co/63KWtoI8ym https://t.co/MRfdLe0erf",2023-08-17T08:18:25.000Z,https://twitter.com/BlockSecTeam/status/1692088478652383386
1692076127416692800,@DeDotFiSecurity,"🚨  $2.6M Locked Up in Shibarium  🚨  🔒 The RPC is stuck at block 190015, and the blockchain is frozen at block 190203 on the block scanner.   The bridge contract is affected, 1003 ETH are temporarily stuck in the bridge contract:  0xc3897302ab4b42931cb4857050fa60f53b775870… https://t.co/hb8qYLsirV https://t.co/sqO2DTMhVy",2023-08-17T07:29:20.000Z,https://twitter.com/DeDotFiSecurity/status/1692076127416692800
1692075611315966144,@AegisWeb3,"Subsequently, the fraudster transferred the funds to the address 0xa...AB75eA, consolidated the funds, and further transferred them through multiple addresses before ultimately sending them to Binance. Addresses: https://t.co/car8t3G82I https://t.co/D5BAJkPh3w… https://t.co/QkeQnK5Ksr https://t.co/l7F33FO8ad",2023-08-17T07:27:17.000Z,https://twitter.com/AegisWeb3/status/1692075611315966144
1692074177627357198,@CertiKAlert,#CertiKSkynetAlert 🚨  We are seeing a movement of funds to @TornadoCash from EOA 0xCc86 who deposited 508.2 BNBs (~$117k)  The EOA is connected to multiple exploits on 20 July 2023  See more on Skynet 👇 https://t.co/qnM5jCiARW https://t.co/v6upn0W2al,2023-08-17T07:21:35.000Z,https://twitter.com/CertiKAlert/status/1692074177627357198
1692073414712824203,@AegisWeb3,"The scammer minted a significantly larger number of tokens than the total supply and then rug pulled by selling 1Q tokens, resulting in the acquisition of 772.59 $BNB. tx:https://t.co/u2QKmGAGTp https://t.co/EwZ4bF8Uh4",2023-08-17T07:18:33.000Z,https://twitter.com/AegisWeb3/status/1692073414712824203
1692073412011712872,@AegisWeb3,"🚨RUGPULL ALERT🚨  $CCASH has experienced a rug pull on the #BSC. The scammer behind this fraud dumped tokens and obtained 772.59 $BNB. After consolidating funds from other associated addresses, they transferred approximately 900 $BNB to @binance . https://t.co/YxoCF9Y2wi",2023-08-17T07:18:33.000Z,https://twitter.com/AegisWeb3/status/1692073412011712872
1692068068309242094,@PeckShieldAlert,#PeckShieldAlert #Shibarium #ShibaInu $SHIB has dropped -7% https://t.co/rHUTBj6E8q,2023-08-17T06:57:19.000Z,https://twitter.com/PeckShieldAlert/status/1692068068309242094
1692067602061775294,@CertiKAlert,@elmonx_official The site connects to known phishing contract on ethereum: 0x0000C122208D1cC66C72FD6BfDf8A93F2E660000  Do NOT interact with the following announcement 👇 https://t.co/5lsHhDB6Lj,2023-08-17T06:55:28.000Z,https://twitter.com/CertiKAlert/status/1692067602061775294
1692067598316327066,@CertiKAlert,#CertiKSkynetAlert 🚨  A phishing link has been posted in the @elmonx_official Discord server  Do not click on any links until the team has confirmed they’ve regained control of the server.  See more on Skynet 👇 https://t.co/KxIk1QUVTY  Stay Safe!,2023-08-17T06:55:27.000Z,https://twitter.com/CertiKAlert/status/1692067598316327066
1692051311393660967,@PeckShieldAlert,"#PeckShieldAlert #Phishing 13 NFTs, including #BEANZ #18726 and #CoolCat #9951 were stolen by #InfernoDrainer on #Blur  https://t.co/KrMcLWF3rY https://t.co/ZFK3CFYInD",2023-08-17T05:50:44.000Z,https://twitter.com/PeckShieldAlert/status/1692051311393660967
1692011877205979183,@PeckShieldAlert,#PeckShieldAlert $BONE has dropped-17% https://t.co/sj4mGCzCfd https://t.co/tktwMsvXCd,2023-08-17T03:14:02.000Z,https://twitter.com/PeckShieldAlert/status/1692011877205979183
1692003409602445743,@BeosinAlert,🚨Transactions on #Shibarium are stuck in a pending state.  $1.7M are currently locked on ETH.   Users are advised to temporarily stop using shibarium. https://t.co/io5puAibBc https://t.co/q2SXqtthoO,2023-08-17T02:40:23.000Z,https://twitter.com/BeosinAlert/status/1692003409602445743
1691993627331797088,@AegisWeb3,"🚨PHISHING SITE ALERT🚨  🎣 Phishing Site: claim-manta[.]network  @etherscan ⚠️Phishing Contract https://t.co/VTE10W1Hwi  The phishing site was advertised by @Manta_Rewards, which is a FAKE TWITTER imitating @MantaNetwork Do not interact with it or approve any transactions. Be… https://t.co/zUS4h8TRSu https://t.co/lSkS47I5Ef",2023-08-17T02:01:31.000Z,https://twitter.com/AegisWeb3/status/1691993627331797088
1691991919164109242,@PeckShieldAlert,#PeckShieldAlert #Shibariumbridge https://t.co/8VyzqRug0G,2023-08-17T01:54:43.000Z,https://twitter.com/PeckShieldAlert/status/1691991919164109242
1691987643272470747,@realScamSniffer,they created more than 55 phishing sites impersonating projects like  @earndrop_io @ArkhamIntel @syncswap @DeGodsNFT @pudgypenguins @LensProtocol @AaveAave https://t.co/3h8RG7qr2l,2023-08-17T01:37:44.000Z,https://twitter.com/realScamSniffer/status/1691987643272470747
1691987640487461024,@realScamSniffer,beware of phishing sites impersonating Scam Sniffer!  the same scammer behind this stole about $876k from ~1289 victims during the last two months. https://t.co/AXzw4OQNiM https://t.co/r6CMv06SlY,2023-08-17T01:37:43.000Z,https://twitter.com/realScamSniffer/status/1691987640487461024
1691980818556535226,@CertiKAlert,"2/ The inflated balance of UZD was swapped for 7,281,124 crvFRAX &amp; 1,891,351 crvUSD  After conducting final swaps for WETH and repaying the loans the attacker was left with 1,152 WETH, approximately $2.12 million.",2023-08-17T01:10:37.000Z,https://twitter.com/CertiKAlert/status/1691980818556535226
1691980576432050609,@CertiKAlert,1/ The attacker used the flash loan to manipulate Zunami’s pools and inflate the price of UZD.  The attacker then called cacheAssetPrice() which increased the attacker’s UZD balance from 4.8 million UZD to 16.9 million UZD https://t.co/Zmb7YAmv0S,2023-08-17T01:09:39.000Z,https://twitter.com/CertiKAlert/status/1691980576432050609
1691980241059607029,@CertiKAlert,"#CertiKSkynetAlert 🚨  On 13 Aug, Zunami protocol was exploited for ~$2.16m making it the 10th largest flash loan attack in 2023 so far.  This was a price manipulation attack due to a flaw in calculation of the LP price within the `totalHoldings` function  https://t.co/HknSriXXTF",2023-08-17T01:08:19.000Z,https://twitter.com/CertiKAlert/status/1691980241059607029
1691947511995343179,@CertiKAlert,#CertiKSkynetAlert 🚨  We have seen movement of funds into @TornadoCash from EOA 0x7c34 which traces assets to phishing activity.  The EOA 0x7c34 has deposited a total of 71 ETH (~$128K) into Tornado Cash.  See more on Skynet 👇 https://t.co/BjLHV7fdrp,2023-08-16T22:58:16.000Z,https://twitter.com/CertiKAlert/status/1691947511995343179
1691945300427194538,@PeckShieldAlert,"#PeckShieldAlert #MEVBoost 💸💸💸 A @Rocket_Pool  validator rewarded 146.868 ETH ($265,206.88) via the eth-builder relay @ block#17929945 . The #MEV bot bribed with 113.4 eth to backrun the large VITA-WETH swap:  https://t.co/aQWqEym4YT",2023-08-16T22:49:29.000Z,https://twitter.com/PeckShieldAlert/status/1691945300427194538
1691934067636175120,@CertiKAlert,"The deployer has deposited a further 2025 BNB into @TornadoCash.  In total, the deployer has deposited 2825 BNB into the mixer.  https://t.co/MzcdrUH2Or",2023-08-16T22:04:50.000Z,https://twitter.com/CertiKAlert/status/1691934067636175120
1691915176189280671,@immunefi,"RT @talfao1: @milotruck @gogotheauditor @0xkazimm @immunefi Yeah, the web2 is really suffering from that.  The biggest issue there is that…",2023-08-16T20:49:46.000Z,https://twitter.com/immunefi/status/1691915176189280671
1691905679961780258,@CertiKAlert,RT @CertiK: Security Roundtable 🚨   Sim Swap &amp; 2FA exploits have been on the rise.. 📵  Join #CertiK and @mywebacy tomorrow as we chat with…,2023-08-16T20:12:02.000Z,https://twitter.com/CertiKAlert/status/1691905679961780258
1691884484201996655,@DoraHacks,Any fresh devs to the @EvmosOrg ecosystem? Welcome to our learn-to-earn bounty program funding builders to start 0️⃣-&gt;1️⃣!!   This well-curated bounty collection helps onboarding entry level Evmos builders to learn step by step. Do check out details at👇 https://t.co/6pNLOT9N7n,2023-08-16T18:47:49.000Z,https://twitter.com/DoraHacks/status/1691884484201996655
1691878464545267832,@DeDotFiSecurity,"Speaker Announcement 🎉👀  @GalSagie CEO of @HypernativeLabs will be speaking at the #Web3SecurityConference2023 this Oct 4th in Milan Italy.  Panel Talk 3: Monitoring Advanced Steps and Alerts that Can Protect You  Join us, Grab Your Tickets Today! https://t.co/APcggU7suW 👈 https://t.co/MVKI5nmMWR",2023-08-16T18:23:54.000Z,https://twitter.com/DeDotFiSecurity/status/1691878464545267832
1693554952658993305,@DeDotFiSecurity,2/ If you interacted with this Phishing contract  👇  Make sure to revoke approval with https://t.co/KM9DrSSNEu  This prevents the contract from further stealing your assets. -y,2023-08-21T09:25:40.000Z,https://twitter.com/DeDotFiSecurity/status/1693554952658993305
1693554950024962535,@DeDotFiSecurity,🚨 SCAM ALERT 🚨  ⚠️ Beware of ongoing scam on X promoting fake Friend Tech airdrop phishing website.  ❌ Do NOT interact with any links associated with fake X profiles.  🔗 This site is linked to a phishing contract that drains your assets https://t.co/6uvOglKvoh,2023-08-21T09:25:39.000Z,https://twitter.com/DeDotFiSecurity/status/1693554950024962535
1693549973185380616,@DeDotFiSecurity,"6/ You can check full audit using  @DeDotFi Web3 Antivirus via this link ⬇️  https://t.co/TRTbJk5LC6  Also, scan any token/NFT/vault and detect risks faster than ever, using our Telegram Security Bot https://t.co/u4iV7M96hs  Stay Safe 🛡",2023-08-21T09:05:52.000Z,https://twitter.com/DeDotFiSecurity/status/1693549973185380616
1693549970605920600,@DeDotFiSecurity,"5/ Creator Rugpull Risk  A100% of LP tokens belong to the owner, facilitating a potential pulling of large all the funds from a liquidity pool. https://t.co/sX4qwHRZZW",2023-08-21T09:05:52.000Z,https://twitter.com/DeDotFiSecurity/status/1693549970605920600
1693549968575893796,@DeDotFiSecurity,"4/ Low Liquidity  The token's liquidity is low, possibly resulting in high volatility or loss of swap functionality.",2023-08-21T09:05:51.000Z,https://twitter.com/DeDotFiSecurity/status/1693549968575893796
1693549965891547202,@DeDotFiSecurity,3/ Locked Ether  Funds sent to this contract can never be withdrawn. https://t.co/HkJPt1hIeO,2023-08-21T09:05:51.000Z,https://twitter.com/DeDotFiSecurity/status/1693549965891547202
1693549962221486219,@DeDotFiSecurity,"2/  The smart contract contains 8 issues, including:  • 3 high-risk issues • 1 medium-risk issue • 5 low/informational issues  Let's dive deeper into the analysis ⬇️ https://t.co/A78PwFF3tO",2023-08-21T09:05:50.000Z,https://twitter.com/DeDotFiSecurity/status/1693549962221486219
1693549958408913379,@DeDotFiSecurity,🚨 $KAO RISK WARNING 🚨  $KAO is a token that launched 3d ago and gained $20K in market cap.  🧵 It has come to our attention that $KAO contains high risk issues 👇 https://t.co/h4Ta1qg9bs,2023-08-21T09:05:49.000Z,https://twitter.com/DeDotFiSecurity/status/1693549958408913379
1693544152145731848,@AegisWeb3,"🚨SCAM ALERT 🚨 On the #BASE chain, a scammer has created 36 tokens, out of which 35 have previously executed #rugpulls. We previously warned about this address creating scam tokens.  @BuildOnBase @BaseScanHQ Scammer’s Addresses: ⚠️https://t.co/mxMZX7kT02… https://t.co/juGOhevQeS https://t.co/s3arQdeDJ8",2023-08-21T08:42:45.000Z,https://twitter.com/AegisWeb3/status/1693544152145731848
1693541323532620159,@PeckShieldAlert,#PeckShieldAlert vitalik.eth has transferred 600 $ETH (~$1M) to #Coinbase https://t.co/XVTwLqPENM,2023-08-21T08:31:30.000Z,https://twitter.com/PeckShieldAlert/status/1693541323532620159
1693528304601760171,@SlowMist_Team,🤩Sooo attractive! Come join for an extraordinary celebration at XM STUDIO in Singapore from 11 September onwards!  🎫https://t.co/izlnv4wSub https://t.co/kfCH4Iwybb,2023-08-21T07:39:46.000Z,https://twitter.com/SlowMist_Team/status/1693528304601760171
1693518698118779002,@DoraHacks,Welcome to the new chapter of @oasys_games blockchain at the #GameWaveGenesis Hackathon! Join us at tomorrow's opening AMA🤩 🌟Excited to have our all-star guests from @oasys_games @awscloud @Chain_Guardians @aag_ventures   Set your reminder below⏰ https://t.co/Ox9O95LFrY,2023-08-21T07:01:36.000Z,https://twitter.com/DoraHacks/status/1693518698118779002
1693513396065628188,@DoraHacks,What is coming this year? 👀 https://t.co/BBsW6KNeam,2023-08-21T06:40:32.000Z,https://twitter.com/DoraHacks/status/1693513396065628188
1693500893193527672,@PeckShieldAlert,#PeckShieldAlert https://t.co/xBfGJBbwAz,2023-08-21T05:50:51.000Z,https://twitter.com/PeckShieldAlert/status/1693500893193527672
1693499084160516573,@AegisWeb3,"⚠️ Beware of phishing websites impersonating @friendtech⚠️  A FAKE Twitter account @friendtech_web3 recently posted a tweet promoting an airdrop for $FRIEND and directing users to a phishing website🎣. This tweet has garnered significant attention, with 674.2K views so far.… https://t.co/MFUjjicMlt https://t.co/9w7lWHKKxR",2023-08-21T05:43:40.000Z,https://twitter.com/AegisWeb3/status/1693499084160516573
1693478541810356555,@PeckShieldAlert,"#PeckShieldAlert #CreamFinance #FlashLoan Exploiter 3-labeled address swapped ~1M $DAI for 596.34 $ETH and transferred part of them (594.75 $ETH) to #TradeOgre  within the last 2 days  The address currently holds $7.58M worth of cryptos, which includes 4,163.8 $ETH and… https://t.co/6RWrISICeg https://t.co/CEMfc1GJiv",2023-08-21T04:22:02.000Z,https://twitter.com/PeckShieldAlert/status/1693478541810356555
1693460412254322723,@PeckShieldAlert,#PeckShieldAlert #JustinSun redeemed 146.13M $DAI from MakerDAO and swapped them for 168.6K $wstETH  #JustinSun related address 0xBCb7 redeemed 59.9M $DAI from #MakerDAO and swapped them for 67K $wstETH  https://t.co/076e8fTaHF https://t.co/DclnWXeOOL https://t.co/g7RoLQjOyz,2023-08-21T03:09:59.000Z,https://twitter.com/PeckShieldAlert/status/1693460412254322723
1693458002186273097,@code4rena,RT @HollaWaldfee100: Another private audit report for @ComfySwap is now public 🎉  👉 https://t.co/ODWs8MBiNZ  Thanks @LastchanceDegen for re…,2023-08-21T03:00:25.000Z,https://twitter.com/code4rena/status/1693458002186273097
1693430149629530137,@realScamSniffer,understand more about Malicious Bookmark:  https://t.co/fa1ZO1WM3H,2023-08-21T01:09:44.000Z,https://twitter.com/realScamSniffer/status/1693430149629530137
1693430147029090406,@realScamSniffer,"how to identify them? check out this verification tutorial made by fake bots. Typically, they will ask you to ""drag this button to your bookmarks.""   If you see this, it is likely a phishing scam attempting to steal your Discord token.  https://t.co/pFCsEoasXu",2023-08-21T01:09:44.000Z,https://twitter.com/realScamSniffer/status/1693430147029090406
1693430144437006406,@realScamSniffer,"beware of the fake Dyno Discord Bot!  most Discord hacks occur when the admin installs malicious bookmarks presented by a fake Discord bot and loses their Discord Token.  once scammers have the Discord token, they will send phishing links to your channel! https://t.co/SklIhe6URm",2023-08-21T01:09:43.000Z,https://twitter.com/realScamSniffer/status/1693430144437006406
1693423245314105686,@CertiKAlert,#CertiKSkynetAlert 🚨  Beware of a fake FRIEND airdrop site  Do not connect to hxxps://claims-friend.tech/  Site connects to a wallet drainer  Stay vigilant! https://t.co/L2BFpim24O,2023-08-21T00:42:18.000Z,https://twitter.com/CertiKAlert/status/1693423245314105686
1693418299672178911,@realScamSniffer,RT @KYC_Alliance: FYI the @KoiiNetwork Discord server is currently compromised.. there is NO airdrop currently running.  Do NOT click any l…,2023-08-21T00:22:39.000Z,https://twitter.com/realScamSniffer/status/1693418299672178911
1693362355243991290,@CertiKAlert,1/ We have seen the token being advertised on a Russian speaking Telegram group named KryptoAtom - криптотренды (KryptoAtom - crypto trends)  We will continue to investigate. https://t.co/nBgStMmMGh,2023-08-20T20:40:21.000Z,https://twitter.com/CertiKAlert/status/1693362355243991290
1693362027371123099,@CertiKAlert,"#CertiKSkynetAlert 🚨  We have detected a large liquidity removal on a fake LayerZero token.  BSC: 0x2266362f414Bf2476C5465dc2eA953Fe2A99AE1c  The deployer removed 4,827.99 WBNB (~$1M).  Not to be confused with legitimate projects.  Read more below👇 https://t.co/JDAmCHdjG8",2023-08-20T20:39:03.000Z,https://twitter.com/CertiKAlert/status/1693362027371123099
